id,pincode,post_office_name,sub_po_name,district,districtcode,create_date,update_date,is_active
1,686102,Kunnamkary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:02","2023-08-14 10:35:54",1
4,686102,Kidangara,Kuttanad,Alappuzha,11,"2023-08-14 09:45:02","2023-08-14 10:35:54",1
7,686103,Kumarankary,Kuttanadu,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
10,686534,Kainady,Kuttanad,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
13,686534,"Eara North",Kuttanad,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
16,686534,Neelamperoor,Kuttanad,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
19,688001,"Alappuzha Collectorate",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
22,688001,Alappuzha,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
25,688002,"Thiruvampady Junction",Ambalapuha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
28,688002,"Vattayal Ward",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
31,688003,Vadackal,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
34,688003,Sanathanapuram,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
37,688004,Punnapra,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
40,688005,Vysombhagom,Kuttanad,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
43,688005,"Alappuzha Medical College",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
46,688005,Kanjipadom,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
49,688005,Kakkazhom,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
52,688006,"Vembanad Kayal",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
55,688006,Avalukkunnu,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
58,688006,Komalapuram,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
61,688006,Kottankulangara,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
64,688007,Kanjiramchira,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
67,688007,"Alappuzha North","Ambalapuzh A",Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
70,688007,"Kommady Ward",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
73,688008,Thumpoly,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
76,688009,Pazhaveedu,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
79,688011,"Alappuzha District Hospital",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
82,688011,Kuppappuram,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
85,688011,Chungom,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
88,688011,"Alappuzha Iron Bridge",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:03","2023-08-14 10:35:54",1
91,688011,"Alappuzha Mullackal",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
94,688012,"Alappuzha Bazar",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
97,688013,Thathampally,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
100,688013,Thondankulangara,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
103,688014,"Punnapra North",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
106,688501,Chennamkary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
109,688501,Kuttamangalam,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
112,688501,"Kainakary East",Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
115,688501,Kainakary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
118,688501,Thottuvathala,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
121,688502,Chathurthiakary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
124,688502,Moncombu,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
127,688503,Ponga,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
130,688503,"Moncombu Thekkekara",Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
133,688503,"Nedumudy EDB.O",Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
136,688504,"Kannady West",Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
139,688504,Punnakunnathussery,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
142,688504,Kayalpuram,Kuttanad,Alappuzha,11,"2023-08-14 09:45:04","2023-08-14 10:35:54",1
145,688504,Kannady,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
148,688504,"Punnakunnathussery South",Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
151,688504,Pulincunnu,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
154,688505,Pullangadi,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
157,688505,Champakulam,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
160,688505,"Champakulam East",Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
163,688505,Chempumpuram,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
166,688505,Pandarakulam,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
169,688506,Narakathara,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
172,688506,"Kavalam North",Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
175,688506,"Cherukara Kuttanad",Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
178,688506,Kavalam,Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
181,688506,"Chennamkary East",Kuttanad,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
184,688521,Pathirappally,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
187,688522,"Pollethai EDB.O",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
190,688522,"Kattoor Kalavoor EDB.O",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
193,688522,Kalavoor,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
196,688523,Sethulekshmipuram,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
199,688523,"Mararikulam North EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
202,688524,"Cherthala Cutcherry",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
205,688524,Cherthala,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
208,688524,Kalavamkodam,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
211,688525,Muhamma,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
214,688526,"Panavally EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
217,688526,Olavaipu,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
220,688526,Poochackal,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
223,688526,"Naduvathnagar EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
226,688526,"Manappuram EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
229,688526,"Trichattukulam EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
232,688527,Thanneermukkom,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
235,688527,Kannankara,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
238,688527,Karikad,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
241,688527,Kokkothamangalam,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
244,688527,Muttathiparambu,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
247,688528,Thycattussery,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
250,688529,"Vettackal EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
253,688529,Kadakkarapally,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
256,688530,"Chethy GDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
259,688530,"Thaickal EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
262,688530,Arthingal,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
265,688531,Pattanacaud,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
268,688531,Andhakaranazhy,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
271,688532,"Thuravoor South",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
274,688532,Thuravoor,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
277,688532,Valamangalam,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
280,688533,Kuthiathode,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
283,688534,Aroor,Cherthla,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
286,688535,Arookutty,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
289,688535,"Vaduthala Jetty",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
292,688536,Vayalar,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
295,688537,"Chandiroor EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
298,688537,Eramallur,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
301,688537,"Ezhupunna South EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
304,688537,"Ezhupunna EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
307,688538,Mannancherry,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
310,688538,Ponnad,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
313,688538,"Aryad North EDB.O",Mararikulam,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
316,688539,Kuruppankulangara,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
319,688539,"Varanadu EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
322,688539,"Mayithara Market",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
325,688539,"Maruthorvattom EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
328,688539,"Cherthala South EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
331,688540,Thirumalabhagom,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
334,688540,Parayakad,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
337,688540,Pallithode,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
340,688541,Pallippuram,Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
343,688541,"Kochuramapuram EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:05","2023-08-14 10:35:54",1
346,688541,"Thirunallur EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:06","2023-08-14 10:35:54",1
349,688555,Varanam,Cherthala,Alappuzha,11,"2023-08-14 09:45:06","2023-08-14 10:35:54",1
352,688561,Ambalapuzha,Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
355,688561,Illichira,Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
358,688561,"Karumady EDB.O",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
361,688561,"Purakad EDB.O",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
364,688561,"Ambalapuzha East EDB.O",Ambalappuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
367,688561,"Thottappally EDB.O",Ambalapuzha,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
370,688562,Kelamangalam,Kuttanad,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
373,688562,"Kunnumma Thakazhy",Kuttanad,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
376,688562,Chirayakom,Kuttanad,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
379,688562,Thakazhy,Kuttanad,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
382,688570,Perumbalam,Cherthala,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
385,688582,Sreenarayanapuram,Cherthala,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
388,688582,"Kanichukulangara EDB.O",Cherthala,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
391,689109,Eramallikkara,Chengannur,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
394,689109,Tiruvanvandur,Chengannur,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
397,689121,Chengannur,Chengannur,Alappuzha,11,"2023-08-14 09:45:07","2023-08-14 10:35:54",1
400,689121,"Chengannur RS",Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
403,689122,"Angadical Chengannur",Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
406,689122,Piralassery,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
409,689123,Puthencavu,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
412,689123,Edanad,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
415,689124,"Pandanad North",Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
418,689124,Vazharmangalam,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
421,689124,Mundancavu,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
424,689124,Kallisserry,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
427,689126,Perisserry,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
430,689126,"Ala (Alappuzha)",Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
433,689504,Kotta,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
436,689504,Karakkad,Chengannur,Alappuzha,11,"2023-08-14 09:45:08","2023-08-14 10:35:54",1
439,689505,Areekara,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
442,689505,Peringala-mulakuzha,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
445,689505,Mulakuzha,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
448,689506,"Pandanad West",Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
451,689506,Pandanad,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
454,689508,Mampra,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
457,689508,Kodukulanji,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
460,689508,Neduvaramkodu,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
463,689509,Punthala,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
466,689509,Venmony,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
469,689510,Puliyoor,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
472,689510,Bhudhanoor,Chengannur,Alappuzha,11,"2023-08-14 09:45:09","2023-08-14 10:35:54",1
475,689511,Thonackad,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
478,689511,Elanjimel,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
481,689511,Cheriyanadu,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
484,689512,Kudassanad,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
487,689520,Pennukkara,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
490,689520,Poomala,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
493,689521,Kozhuvallur,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
496,689571,Karikuzhy,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
499,689571,Neerattupuram,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
502,689572,Anaprambal,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
505,689572,Thalavady,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
508,689572,Kunthirickal,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
511,689572,"Thalavady South",Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
514,689572,"Anaprambal North",Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
517,689573,Pandankary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
520,689573,Edathua,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
523,689573,Chekkidikkadu,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
526,689573,Thayamkary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
529,689573,Changankary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
532,689574,Muttar,Kuttanadu,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
535,689590,"Veliyanadu North",Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
538,689590,Veliyanadu,Kuttanadu,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
541,689590,"Veliyanadu West",Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
544,689595,Ramankary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
547,689595,Kodupunna,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
550,689595,Mithrakary,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
553,689595,Urukari,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
556,689595,Vezhapra,Kuttanad,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
559,689622,Mannar,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
562,689622,Eramathoor,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
565,689622,Pavukara,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
568,689623,Kuttemperur,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
571,689624,Peringilipuram,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
574,689624,Ennakkad,Chengannur,Alappuzha,11,"2023-08-14 09:45:10","2023-08-14 10:35:54",1
577,689627,Melpadom,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
580,690101,Mavelikara,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
583,690101,"Mavelikara Court",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
586,690101,"Mavelikara Cutcherry",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
589,690101,Punnamoodu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
592,690102,Thazhakara,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
595,690102,Puthiyacavu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
598,690103,Pela,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
601,690103,Kandiyoor,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
604,690103,Thattarambalam,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
607,690103,Karipuzha,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
610,690104,Ezhakadavu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
613,690104,Cherukole,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
616,690104,Valiyakulangara,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
619,690105,"Chennithala South",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
622,690105,Thripperunthura,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
625,690105,Chennithala,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
628,690106,Kannamangalam,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
631,690106,Chettikulangara,Mavelikara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
634,690106,"Erezha North",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
637,690106,"Erezha South",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:11","2023-08-14 10:35:54",1
640,690107,Varenickal,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:12","2023-08-14 10:35:54",1
643,690107,Pallarimangalam,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:12","2023-08-14 10:35:54",1
646,690107,Thekkekara,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:12","2023-08-14 10:35:54",1
649,690108,Eravankara,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:12","2023-08-14 10:35:54",1
652,690108,"Kunnam (Alappuzha)",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:13","2023-08-14 10:35:54",1
655,690110,Arunoottimangalam,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
658,690110,Kallumala,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
661,690501,Vallikunnam,Mavelikara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
664,690501,Kaduvinal,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
667,690501,Puthenchantha,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
670,690502,Kayangulam,Karthikappally,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
673,690502,"Kayangulam College",Karthikappally,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
676,690503,Kattanam,Mavelikara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
679,690503,Vetticode,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
682,690503,"Pallickal Naduvilemuri",Mavelikkara,Alappuzha,11,"2023-08-14 09:45:14","2023-08-14 10:35:54",1
685,690503,Pallickal,Mavelikara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
688,690503,Illippakulam,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
691,690503,Bharanickavu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
694,690504,Nooranad,Mavelikara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
697,690504,Athikattukulangara,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
700,690504,Panayil,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
703,690504,Payyanallur,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:15","2023-08-14 10:35:54",1
706,690505,Vedaraplavu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:16","2023-08-14 10:35:54",1
709,690505,Kannanakuzhy,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:16","2023-08-14 10:35:54",1
712,690505,Charumoodu,Mavelikkara,Alappuzha,11,"2023-08-14 09:45:16","2023-08-14 10:35:54",1
