id,popname,district,poptype,popid,create_date,update_date,is_active
931,SL Puram,Alappuzha,PAG,PP151ALP,2023-08-14 09:45:21,2023-08-14 10:35:54,1
934,Sreekantapuram,Kannur,PAG,PP290KNR,2023-08-14 09:45:21,2023-08-14 10:35:54,1
937,Sreekrishnapuram,Palakkad,PAG,PP235PLK,2023-08-14 09:45:22,2023-08-14 10:35:54,1
940,SultanBatheri,Wayanad,PAG,PP276WYD,2023-08-14 09:45:22,2023-08-14 10:35:54,1
943,Tarur,Thrissur,PAG,PP219TCR,2023-08-14 09:45:22,2023-08-14 10:35:54,1
946,TERLS,Thiruvananthapuram,Agg,AP020TVM,2023-08-14 09:45:22,2023-08-14 10:35:54,1
949,Thakazhy,Alappuzha,Agg,AP035ALP,2023-08-14 09:45:22,2023-08-14 10:35:54,1
952,Thalassery,Kannur,PAG,PP291KNR,2023-08-14 09:45:22,2023-08-14 10:35:54,1
955,Thaliparamba,Kannur,Agg,AP094KNR,2023-08-14 09:45:22,2023-08-14 10:35:54,1
958,Thamarassery,Kozhikode,PAG,PP268KKD,2023-08-14 09:45:23,2023-08-14 10:35:54,1
961,Thambalamanna,Kozhikode,PAG,PP269KKD,2023-08-14 09:45:23,2023-08-14 10:35:54,1
964,Thavanoor,Malappuram,PAG,PP255MLP,2023-08-14 09:45:23,2023-08-14 10:35:54,1
967,Thazhekode,Malappuram,Agg,AP076MLP,2023-08-14 09:45:24,2023-08-14 10:35:54,1
970,Thenmala,Kollam,SPUR,SP302KLM,2023-08-14 09:45:25,2023-08-14 10:35:54,1
973,Thirumala,Thiruvananthapuram,Agg,AP021TVM,2023-08-14 09:45:25,2023-08-14 10:35:54,1
976,Thiruvalla,Alappuzha,Agg,AP036ALP,2023-08-14 09:45:25,2023-08-14 10:35:54,1
979,Thiruvallur,Kozhikode,SPUR,SP362KKD,2023-08-14 09:45:25,2023-08-14 10:35:54,1
982,Thiruvegappura,Malappuram,PAG,PP257MLP,2023-08-14 09:45:26,2023-08-14 10:35:54,1
985,Thodupuzha,Idukki,Agg,AP103IDK,2023-08-14 09:45:26,2023-08-14 10:35:54,1
988,Tholambra,Kannur,Agg,AP095KNR,2023-08-14 09:45:27,2023-08-14 10:35:54,1
991,Thottada,Kannur,Agg,AP096KNR,2023-08-14 09:45:27,2023-08-14 10:35:54,1
994,Thrikkarippur,Kasaragod,SPUR,SP373KGD,2023-08-14 09:45:27,2023-08-14 10:35:54,1
997,Thrikkodithanam,Kottayam,PAG,PP160KTM,2023-08-14 09:45:28,2023-08-14 10:35:54,1
1000,Thrithala,Palakkad,SPUR,SP351PLK,2023-08-14 09:45:28,2023-08-14 10:35:54,1
1003,Thykkkattusseri,Alappuzha,PAG,PP152ALP,2023-08-14 09:45:29,2023-08-14 10:35:54,1
1006,Tirunavaya,Malappuram,PAG,PP256MLP,2023-08-14 09:45:29,2023-08-14 10:35:54,1
1009,Tirur,Malappuram,SPUR,SP360MLP,2023-08-14 09:45:29,2023-08-14 10:35:54,1
1012,Triveni,Pathanamthitta,SPUR,SP316PTA,2023-08-14 09:45:30,2023-08-14 10:35:54,1
1015,Udumpannoor,Idukki,Agg,AP043IDK,2023-08-14 09:45:30,2023-08-14 10:35:54,1
1018,Upputhara,Idukki,PAG,PP168IDK,2023-08-14 09:45:31,2023-08-14 10:35:54,1
1021,Urumi,Kozhikode,SPUR,SP363KKD,2023-08-14 09:45:31,2023-08-14 10:35:54,1
1024,Vadakara,Kozhikode,PAG,PP270KKD,2023-08-14 09:45:32,2023-08-14 10:35:54,1
1027,Vadakkekkara,Ernakulam,PAG,PP196EKM,2023-08-14 09:45:34,2023-08-14 10:35:54,1
1030,Vadakkencherry,Palakkad,Agg,AP069PLK,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1033,Vadanapally,Thrissur,SPUR,SP340TCR,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1036,Vagamon,Kottayam,PAG,PP161KTM,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1039,Vaikom,Kottayam,SPUR,SP313KTM,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1042,Vakathanam,Kottayam,PAG,PP162KTM,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1045,Valappad,Thrissur,PAG,PP220TCR,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1048,Vallikkunnam,Alappuzha,PAG,PP153ALP,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1051,Valluvambram,Malappuram,Agg,AP077MLP,2023-08-14 09:45:35,2023-08-14 10:35:54,1
1054,Vandipperiyar,Idukki,PAG,PP169IDK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1057,Vannappuram,Idukki,SPUR,SP318IDK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1060,Varappuzha,Ernakulam,SPUR,PP197EKM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1063,Varkala,Thiruvananthapuram,SPUR,SP298TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1066,Vattiyoorkkavu,Thiruvananthapuram,PAG,PP121TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1069,Vazhathope,Idukki,Agg,AP038IDK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1072,Velanthavalam,Palakkad,SPUR,SP353PLK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1075,Veli,Thiruvananthapuram,SPUR,SP299TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1078,Vellangallur,Thrissur,PAG,PP221TCR,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1081,Vellarada,Thiruvananthapuram,SPUR,SP300TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1084,Vellikkulangara,Thrissur,SPUR,SP341TCR,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1087,Vengola,Ernakulam,PAG,PP198EKM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1090,Venjarammoodu,Thiruvananthapuram,PAG,PP122TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1093,Vennakkara,Palakkad,Agg,AP070PLK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1096,Vidyanagar,Kasaragod,Agg,AP100KGD,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1099,Vithura,Thiruvananthapuram,PAG,PP123TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1102,Viyyur,Thrissur,Agg,AP062TCR,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1105,Vizhinjam,Thiruvananthapuram,PAG,PP124TVM,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1108,Vydyuthi Bhavan,Palakkad,SPUR,SP352PLK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1111,Wadakancherry,Thrissur,PAG,PP222TCR,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1114,Walayar,Palakkad,SPUR,SP354PLK,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1117,Wandoor,Malappuram,Agg,AP078MLP,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1120,West Eleri,Kasaragod,Agg,AP101KGD,2023-08-14 09:45:36,2023-08-14 10:35:54,1
1123,Westhill,Kozhikode,PAG,PP271KKD,2023-08-14 09:45:36,2023-08-14 10:35:54,1
